,context_tweet,text,pred_cot
1113,"El titular de la OMS, “decepcionado” con China por no dar las autorizaciones necesarias al equipo que viaja a investigar el origen del COVID-19 https://t.co/wXrMlasyFc",@usuario No te enojes mucho etiope. Que mandan a suicidarte con veneno.,"El texto contiene un insulto racial al referirse al titular de la OMS como ""etiope"" de forma despectiva. La respuesta final es ""racismo""."
583,"Contó que era lesbiana, su papá le confesó que era gay y ahora su madre se enamoró de una mujer, lo que inspiró su segundo film | Por Hugo Martin
https://t.co/dt3NtrVJIW",@usuario No es noticia. Son gente que hace su vida nada mas. Dejen de poner en un podio,"El comentario critica que se considere noticia la orientación sexual de las personas, indicando que es algo normal y no debe ser objeto de atención especial. La respuesta final es ""lgbti"""
733,"Cómo es la cerveza ""peronista"" que el Chacho Coudet le regaló a Alberto Fernández https://t.co/8U1hk0FuGS",@usuario Bien negra y rancia como los K.,"El comentario utiliza el término ""negra"" de manera peyorativa para referirse a los seguidores del peronismo. La respuesta final es ""política, aspecto"""
159,Tensión en Villa Mascardi: mapuches resisten el desalojo de un predio usurpado https://t.co/8X6nnuOh21,@usuario Patada en el orto y a otra cosa,"El texto utiliza un lenguaje agresivo (""patada en el orto"") pero no hace referencia a ninguna característica protegida ni muestra rechazo irracional hacia un individuo o grupo. La respuesta final es 'nada'."
109,El kirchnerismo creó un organismo para supervisar qué noticias se publican en los medios de comunicación https://t.co/DtJ9zs1BII,@usuario Cambien la foto!! No asocien la bandera 🏳️‍🌈 con esta delincuente!! Despues nos odian a loa gays x culpa de los zurdos,"El texto critica a una persona (delincuente) y asocia la bandera LGBT+ con los ""zurdos"", de manera negativa. Además, menciona a los gays como objeto de odio por parte de los ""zurdos"". La respuesta final es ""política, lgbti"""
500,"Andrea del Boca, Thelma Fardin y Leonor Benedetto se ponen el la piel de las ""mujeres inmortales"" de la Argentina https://t.co/rPgVEa79ym https://t.co/vTItMuKyLh",@usuario Otra vez a mantener estas vagas con la nuestra,"El comentario se refiere despectivamente a las mujeres mencionadas como ""vagas"". La respuesta final es ""mujer""."
828,El PJ elogió la actitud de China frente a la pandemia del coronavirus https://t.co/IYGVlArQuJ,@usuario Que lindo yo pedí chop suey! Miro Bruce Lee y espero las ofertas del súper chino de la esquina!🈯🎎🎴 #bastadesopademurcielago,"El texto hace alusiones estereotipadas hacia los chinos y su cultura. La respuesta final es ""racismo"""
1083,China: identificaron otro virus “con potencial para convertirse en pandemia” #NuevoVirus #China #TransportadoPorCerdos #PodríaInfectarAHumanos #LasActualesVacunasPodríanAdaptarse #MásEnLaNota https://t.co/PfFGNEhY1O,@usuario Cuiiiiiiida los chanchoooooss mabeeeeeeelll🎶,"El comentario utiliza el término ""chanchoooss"", aludiendo a los chinos como cerdos. La respuesta final es ""racismo""."
986,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,"@usuario Ya parecía un tipo, le hacía falta era cambiarse el nombre.","El texto se refiere a Elliot Page, un actor transgénero, como si todavía fuera un hombre. La respuesta final es ""lgbti""."
928,Tensión en Villa Mascardi: mapuches resisten el desalojo de un predio usurpado https://t.co/8X6nnuOh21,@usuario si necesitan una mano les mando un pizzero,"El comentario muestra una actitud burlona y de menosprecio hacia los mapuches, refiriéndose a ellos como si fueran una especie de objeto digno de ser desalojado. La respuesta final es ""racismo"""
637,Científicos identificaron en China otro virus respiratorio“con potencial para convertirse en pandemia” https://t.co/TQYuvSXqrT,"@usuario Y sospechosamente es en China en donde ""identifican"" otro virus","El comentario insinúa que en China siempre surgen nuevos virus, lo cual puede ser considerado xenofóbico. La respuesta final es ""racismo""."
1108,"El desesperado pedido de Actrices Argentinas ante la violencia de género en cuarentena: ""Es urgente"" https://t.co/ARA0WcCFw3",@usuario Todo lo usan para victimizarse...me tienen podrida vayan a laburar parásitos,"El texto desacredita la denuncia de violencia de género y acusa a las mujeres de aprovecharse de la situación para victimizarse. La respuesta final es ""mujer"""
50,"Es hija de chinos, llevó merienda al colegio para compartir y se la rechazaron por temor a contagiarse de coronavirus https://t.co/9qLjmqBwNn",@usuario Es el resultado del odio y racismo que USTEDES insuflaron de distintas maneras a lo largo  de todos  estos años. Gratis no es.,"El texto critica el rechazo que sufrió una niña por ser de origen chino, y acusa a los demás de odio y racismo. La respuesta final es ""racismo"""
316,China lanzó una peligrosa venganza por los reportes sobre la eficacia de una de sus vacunas https://t.co/65PypL41wL,@usuario Malditos 🇨🇳,"El texto utiliza un término negativo (malditos) para referirse a los chinos. La respuesta final es ""racismo""."
614,"Romina Manguel apuntó contra Susana Giménez: ""Mucha gente la quiere y a mí me incomoda"" https://t.co/kyczDYLGfZ",@usuario Romina buscate un novio. No seas rencorosa.,"El texto menciona a Romina Manguel y le hace una recomendación, pero no tiene ninguna declaración de rechazo o aborrecimiento hacia ella ni hacia ningún grupo protegido. La respuesta final es 'nada'."
368,Coronavirus en Argentina: el 70% de los casos son en hombres https://t.co/f4OXwC4wtl,@usuario Virus machista. Cuotas de genero ya,"El comentario critica al virus por afectar más a los hombres y demanda cuotas de género. La respuesta final es ""mujer"""
331,"Coronavirus: Alberto Fernández advirtió que, 'si el relajamiento sigue, las fuerzas de seguridad saldrán a la calle para disipar a la gente' https://t.co/Ejo6OSzvmW",@usuario Pa pobre argentina... Alberto es un monkey con una metralladora,"El texto alude a Alberto Fernández como un ""monkey"" (mono), haciendo referencia a su origen étnico y lo compara con una metralladora. La respuesta final es ""racismo"""
347,Tensión en Villa Mascardi: mapuches resisten el desalojo de un predio usurpado https://t.co/8X6nnuOh21,@usuario no hicieron una goma. Entraron y se fueron.,"El comentario crítica a los mapuches por no haber hecho nada y se refiere a ellos de forma despectiva. La respuesta final es ""racismo"""
143,"La otra batalla mundial, el otro enemigo invisible: “La violencia contra las mujeres es pandemia hace siglos” | Por Thelma Fardin https://t.co/mHSJ3PFKEh",@usuario Que lindo ser hombre indestructible..¡¡¡ Inasesinable diría yo que somos..¡¡¡,"El texto resalta la superioridad del hombre y su condición de indestructible e inasesinable, lo cual minimiza el problema de la violencia contra las mujeres. La respuesta final es ""mujer""."
1025,Qué hubiese pasado en otros países con la mujer que mordió y arrojó gas pimienta a los policías en Villa Ballester | Por Mauricio Luna https://t.co/QMbNEQXm5n,@usuario palo y presa!,"El texto sugiere que la mujer debería recibir una paliza y ser encarcelada. La respuesta final es ""mujer, criminal""."
915,Evo Morales aseguró desde Buenos Aires que Luis Arce ganó las elecciones en Bolivia https://t.co/puEDB1K5IQ,"@usuario Igual los bolivianos seguirán migrando a Chile y Argentina, tanta wea para eso.","El texto menciona migración de bolivianos a Chile y Argentina, pero no contiene expresiones de rechazo o irracionalidad. La respuesta final es 'nada'."
1093,Los fans de Florencia Kirchner le piden casamiento por Instagram https://t.co/t0zMcHf8g8 https://t.co/D7wG8EDOBi,"@usuario Es fea pobrecita , pero bue, si me da una de las tantas caja de seguridad que tiene encantada, yo también me casaría.","El texto hace una referencia negativa a la apariencia física de Florencia Kirchner (fea) y menciona que se casaría con ella si le da una caja de seguridad. La respuesta final es ""mujer, aspecto""."
807,Durísimo descargo de Migue Granados luego de que le pidieran 9 mil dólares por mes para alquilar una casa durante el verano https://t.co/tZ6gCxvLxf,@usuario White peoples problems!,"El comentario se refiere a los problemas de las personas blancas. La respuesta final es ""racismo""."
419,"Fue a robar a una casa y el dueño lo mató de un tiro: ""Reaccionó como cualquiera de nosotros"", dijo la familia del ladrón https://t.co/tvbIiMQ7TZ","@usuario Bien tia, traeme una que la votó","El texto hace referencia al ladrón como ""tia"" denotando su género femenino y lo desprecia por quien la votó. La respuesta final es ""mujer, política"""
655,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario @usuario Pasa lo mismo porque no nos acostumbramos a decirles delincuentes y violentos a los que hacían lo mismo en los 60 y 70.,"El texto menciona a los mapuches como ""delincuentes y violentos"". La respuesta final es ""racismo, criminal"""
858,"Un estudio dice que el COVID-19 ya circulaba en Italia en septiembre de 2019, mucho antes de que China reconociera la existencia del virus https://t.co/gy6A7pI5jv",@usuario Dejen de mentir chinos. Háganse cargo de las muertes en todo el mundo. Vaya forma de vivir.,"El texto critica a los chinos, responsabilizándolos de las muertes en todo el mundo debido al COVID-19. La respuesta final es ""racismo"""
1042,Cristina Kirchner anunció que regresa con su hija Florencia a la Argentina https://t.co/HMo9JGd8qa,@usuario Me imagino q harán cuarentena estás dos ratas asquerosas!!,"El texto insulta a Cristina Kirchner y a su hija, pero no hace mención a ninguna característica protegida. La respuesta final es 'nada'."
531,Escocia será el primer país del mundo que proveerá gratis a todas las mujeres tampones y toallas femeninas https://t.co/TTUWCHBxmM,@usuario claramente eskocia financió la campaña de la kretina. en esas toallitas van a poner chips para controlar a la población. maoistas.,"El texto critica a Escocia por financiar la campaña de alguien llamado ""kretina"" y sugiere que los tampones y toallas femeninas que se proporcionarán contendrán chips para controlar a la población. La respuesta final es ""mujer, política""."
419,"Elizabeth Gómez Alcorta: “Por la pandemia, vamos a tener una suba de los femicidios y travesticidios” | Por Luciana Peker https://t.co/OGEL4INojA","@usuario Pensar que cobran sueldos y la organización de nivel Ministerio. PARA QUE??? para que aprendamos a decir chicos, chicas, chiques, TRAVESTICIDIOS🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️cuando una persona mata a otra comete HOMICIDIO. El que mata una hormiga sería HORMIGUICIDIO, según estos berretas?","El texto critica el lenguaje inclusivo y ridiculiza la inclusión del término ""travesticidio"". La respuesta final es 'mujer'"
1102,Jair Bolsonaro se mostró orgulloso porque Vladimir Putin elogió sus 'cualidades masculinas' https://t.co/0InMBfeLnK,"@usuario Sentirse orgulloso x eso es medio de maricón, no?
porfa, entiendan la ironía🙏🙄","El texto critica la expresión de orgullo de Bolsonaro por parte de Putin y utiliza el término ""maricón"" en tono irónico. La respuesta final es ""lgbti"""
816,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario Bueno esos mapuche o son cavernícolas o guerrilleros todo lo quieren a los coñazos,"El texto generaliza y estigmatiza a los mapuches, aludiendo a que son ""cavernícolas"" o ""guerrilleros"". La respuesta final es ""racismo"""
253,"Ofelia Fernández apoyó al Gobierno en la polémica por los presos y apuntó a la Justicia que ""odia a las mujeres"" https://t.co/BD3jgGCOWI","@usuario Que reciba a presos liberados en su casa y les de trabajo en la cueva de su mamá.
@usuario","El texto alude a las mujeres como objeto de odio y desprecio, y también menciona la condición de presos. La respuesta final es ""mujer, criminal""."
1068,"Alberto Fernández: ""Las mujeres mueven el mundo, pero algunos hombres las ayudamos a hacerlo"" https://t.co/IwCw2rv5z6 https://t.co/29vnBw04Sv",@usuario Sabrás vos de eso ...quien da las órdenes! La vieja conchuda..y vos haces caso 🤦‍♂️🤣🤣...no hables más pelotudo...te quemas solo,"El texto se refiere de manera despectiva a las mujeres (vieja, conchuda) y las menosprecia (no hables más pelotudo, te quemas solo). La respuesta final es ""mujer""."
503,Preocupante hallazgo en China: detectaron coronavirus en helados https://t.co/Or3PW5D7Ph,@usuario China me tiene podrido 💣💣💣💣💣,"El comentario generaliza y muestra rechazo hacia China, sin mencionar ninguna característica protegida. La respuesta final es 'nada'."
881,Nahir Galarza sumó a una abogada feminista a su defensa: “Buscamos un juicio con perspectiva de género” https://t.co/78rlZYsx41,@usuario Pero mato al novio!!! Que pretenden?? Hacerla xafar xq es mujer?? Esta conprobado que ella era la violenta ... capas que xafa en este pais,"El texto rechaza la idea de un juicio con perspectiva de género y sugiere que se está favoreciendo a Nahir Galarza por ser mujer. La respuesta final es ""mujer"""
935,"Marcelo Tinelli, entre rumores de romance con Laurita Fernández y su reconciliación con Guillermina Valdés https://t.co/WX23HPycpd","@usuario Reconciliate con el Cholo Simeone, Marce. Salí del armario.","El comentario sugiere que Marcelo Tinelli debería tener una relación romántica con un hombre, insinuando que podría ser gay. La respuesta final es ""lgbti""."
409,"“Fílmame, india horrible”: así se refirió una pareja argentina a vecina de Ciudad de México por la poda de árboles https://t.co/K9sFAt2HKM",@usuario Peguenles una patada en el orrto y que se vengan para José c paz a quejarse de la poda. Se puede disernir sin discriminar.,"El texto alude de manera despectiva a la mujer como ""india horrible"" y sugiere que se les debería pegar una patada en el ""orto"", por lo que se refiere a su aspecto y a su condición de mujer. La respuesta final es ""mujer, aspecto""."
473,"""¿Tanto lío por un virus?"": la indignante respuesta de una mujer que violó la cuarentena #SíSeñora!! #ViveEnUnFrascoDeMayonesa?? #MuereGenteEnTodoElMundo #YLaMuyPanchaBoludeandoEnLaCalleConUnaMenor #EncimaSeLaBoqueaALaPolicía #ImágenesIndignantes!! https://t.co/lPIH8ZcBTe","@usuario Bue a esta hdp hay que negarle el respirador 
Y que los médicos la dejen morir en la vereda 
No merece ni un jonca","El texto alude a la mujer que violó la cuarentena y sugiere que no merece recibir atención médica y debería morir. La respuesta final es ""mujer""."
35,"La pareja de Lázaro Báez contó cómo lo esperaba adentro del country: ""Lo que le hicieron fue indignante"" https://t.co/5k4aJTsFq5",@usuario El paskin con la trola,El texto no menciona ninguna característica protegida ni contiene declaraciones de rechazo o enemistad hacia un individuo o grupo. La respuesta final es 'nada'.
969,Joven venezolana denunció que fue drogada y abusada en una entrevista laboral https://t.co/GU5cjkb1lA https://t.co/gZSoVup5bY,"@usuario ""Una MUJER denunció..."". Que tiene que ver la nacionalidad?","El texto critica el énfasis en la nacionalidad de la víctima en lugar de su condición de mujer. La respuesta final es ""mujer"""
1038,"Ofelia Fernández apoyó al Gobierno en la polémica por los presos y apuntó a la Justicia que ""odia a las mujeres"" https://t.co/BD3jgGCOWI",@usuario Está gorda cara de gaver que devuelva lo que viene robando desde enero,"El texto alude a su aspecto (gorda) y la desprecia llamándola ""cara de gaver"". También la acusa de robar. La respuesta final es ""mujer, aspecto, política"""
794,Qué hubiese pasado en otros países con la mujer que mordió y arrojó gas pimienta a los policías en Villa Ballester | Por Mauricio Luna https://t.co/QMbNEQXm5n,@usuario Todavia le estarian dando de palos y encima presaa,"El texto muestra que, en otros países, la mujer mencionada en el contexto estaría recibiendo violencia policial y estaría presa. La respuesta final es ""mujer, criminal""."
7,Su novia es mexicana y Migraciones le exige casi 50 mil pesos para dejarla ingresar a la Argentina | Por Cinthia Ruth https://t.co/dnNHPbdo7m,@usuario Volvieron mejores,"El comentario hace referencia a la nacionalidad mexicana de la novia y utiliza el término ""volvieron mejores"" en forma irónica, lo que implica desaprobación o rechazo hacia los mexicanos. La respuesta final es ""racismo""."
986,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario Hagan lío dijo el Papa ?,"El comentario hace referencia a los mapuches, que son un pueblo aborigen, y utiliza la frase ""hagan lío"" que se atribuye al Papa Francisco. La respuesta final es ""racismo, política""."
869,China enviará nueva ayuda sanitaria a la Argentina para mitigar el impacto del coronavirus | Por Martín Dinatale https://t.co/VW8Th1oWln,"@usuario Cuidado con eso sr. Presidente, los Chinos no dan nada por nada y si ud no lo sabe, pregúntele a nuestra Reina madre que si sabe.","El comentario alude a la desconfianza hacia los chinos y sugiere que no darán ayuda sin recibir algo a cambio. La respuesta final es ""racismo"""
891,China lanzó una peligrosa venganza por los reportes sobre la eficacia de una de sus vacunas https://t.co/65PypL41wL,"@usuario Son los nefastos amigos de Alberto. Habría que borrarlos del mapa, son una verdadera peste.","El comentario critica a China y sugiere que habría que eliminarlos o borrarlos del mapa debido a su supuesta ineficacia en la vacuna. No hace menciones a ninguna de las características protegidas. La respuesta final es ""nada""."
671,"Mariana Genesio Peña pasa su cuarentena total con guantes, barbijo y desnuda: “Mi cuerpo es el planeta Tierra” https://t.co/igQITEEaKl","@usuario Ya que se está protegiendo tanto, si se pone guantes, que utilice condón también","El texto hace un comentario sexual hacia Mariana Genesio Peña. La respuesta final es ""mujer""."
62,"Cómo es la cerveza ""peronista"" que el Chacho Coudet le regaló a Alberto Fernández https://t.co/8U1hk0FuGS","@usuario Negra 
Barata
Va , En realidas no es negra
Es teñida
Pero si la agitas te corta la 9 de julio y pide planes!","El texto se refiere irónicamente a la cerveza ""peronista"" como ""negra barata"" y hace alusión a la condición de beneficiario de planes sociales. La respuesta final es ""política, clase""."
596,😱[¡SORPRESA!]😱 ¿More Rial encontró el amor en un personal trainer? &gt;&gt;&gt; La mediática compartió una transmisión en vivo con un apuesto entrenador personal donde se mostraron muy íntimos. ¡Mirá el video! https://t.co/awXwWic01Q,@usuario Hay que comerse al termotanque de lipidos,"El comentario hace referencia a la apariencia física del personal trainer y lo objeta de manera despectiva. La respuesta final es ""aspecto""."
784,El inédito cruce entre la China Suárez y Nancy Pazos por el jubilado de Quilmes https://t.co/rPv5ybYwxG https://t.co/Zi31jyVYVI,"@usuario Una me calienta por lo sensual y hermosa, la otra por lo surda y demagoga.",El texto alude a la sensualidad y belleza de una persona y a su inteligencia (o falta de la misma). No hace mención a ninguna característica protegida. La respuesta final es 'nada'.
501,"En medio de la cuarentena por el coronavirus, el Gobierno avanza con un impuesto a los abonos de Netflix https://t.co/giB8KkDpa2","@usuario ESTE TÍTERE ES LO MÁS HDRMP....TODAVÍA QUE MANTENEMOS A SUS PARÁSITOS K Y PLANEROS QUIERE SACARNOS MÁS PLATA....
TITERE CON YEGUA LINDA JUNTA!!!","El texto contiene insultos hacia el Gobierno y menciona a una ""yegua linda"", lo cual podría ser una referencia a Cristina Kirchner, pero no se especifica ninguna característica protegida. La respuesta final es 'nada'."
103,El Presidente postergó el envío de la ley de aborto al Congreso por la pandemia de coronavirus https://t.co/PwG52mmUlP,@usuario Feministas defensores de chorros,"El texto se refiere despectivamente a las feministas y los relaciona con los delincuentes (""chorros""). La respuesta final es ""mujer, criminal""."
229,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario Todos sabemos que no fueron mapuches,"El texto generaliza y acusa injustamente a los mapuches por el vandalismo. La respuesta final es ""racismo"""
491,Coronavirus: el duro insulto de Claudio Zin contra Ofelia Fernández en la radio https://t.co/W0xcjmSdi2 https://t.co/tLSj8Bt9Nv,"@usuario Dijo la verdad!  Tanto duele? Cómo puede ser que un científico gane una suma irrisoria y la energúmena esa, gnomo , homofobica y zurda gane 5 veces más y tenga un presupuesto de un millón en asesores? Sólo en este país de mierda","El texto insulta a Ofelia Fernández haciendo mención a su aspecto físico (gnomo), su postura política (zurda) y su orientación sexual (homofóbica). Además, menciona la diferencia salarial con un científico y cuestiona el presupuesto de asesores que tiene. La respuesta final es ""aspecto, política, lgbti"""
306,Xi Jinping prometió que las vacunas desarrolladas en China contra el coronavirus estarán disponibles como “bien público global” https://t.co/ZWCZray2Wo,@usuario Metete la “vacuna” en el orto hijo de puta,"El texto contiene un insulto hacia Xi Jinping (hijo de puta), pero no hace mención a las características protegidas. La respuesta final es 'nada'."
321,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,@usuario Y cual es el cambio? no se maquilla mas? anda todo el día escondidE con capuchas? cual es el cambio? la barba el bigote??? dejate de joder esto es un fetiche no mas.,"El texto cuestiona y critica la transición de Elliot Page, insinuando que es solo un fetiche. La respuesta final es ""lgbti"""
386,"Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito https://t.co/rUeDlGGdhj",@usuario Que Masacre Dios .... La sociedad china es la más cruel  que existe en relación al trato animal . El resto del mundo deberíamos repudiar actos como estos ....  Que Dios  reciba a esas 4000 almas 😿🐰🐶 🙏🏽🙌🏽,El comentario critica el trato animal en China y repudia los actos de maltrato. No menciona ninguna característica protegida. La respuesta final es 'nada'.
228,"Elizabeth Gómez Alcorta: “Por la pandemia, vamos a tener una suba de los femicidios y travesticidios” | Por Luciana Peker https://t.co/OGEL4INojA","@usuario Trasvescidios? 🤔

 Por la cercanía del verano vamos a ver un aumento en la tasa de los mosquicidios","El comentario hace una burla e ironía acerca de los travesticidios, sin hacer mención al movimiento feminista ni a las mujeres en general. La respuesta final es 'nada'."
433,"Coronavirus en China: la fiesta ""de la carne de perro"" en Yulín, cada vez más cuestionada https://t.co/tgAEKbLG5q",@usuario Son unos hdp,"El comentario es una abreviatura de ""hijos de puta"" pero no menciona ninguna característica protegida. La respuesta final es 'nada'."
848,"Cómo es la cerveza ""peronista"" que el Chacho Coudet le regaló a Alberto Fernández https://t.co/8U1hk0FuGS","@usuario NEGRA, BIEN NEGRA, COMO EL PERONISMO","El texto hace una referencia al color de la cerveza y al peronismo, pero sin usar ningún lenguaje ofensivo ni expresar rechazo o aborrecimiento hacia un individuo o grupo con características protegidas. La respuesta final es 'nada'."
424,"#VIDEO Manoseó a una mujer en la calle, fue denunciado y cayó por las cámaras de seguridad #CrónicaPoliciales #DegeneradoAtacóAUnaMujer #ImágenesIndignantes https://t.co/NqcbiEumg5",@usuario Porqué querría alguien tocarle el trasero a una muchacha? Debe tener tantos bichos!,"El texto desprecia a la mujer, atribuyéndole una supuesta falta de higiene o enfermedades sexuales. La respuesta final es ""mujer, aspecto""."
557,"Elizabeth Gómez Alcorta: “Por la pandemia, vamos a tener una suba de los femicidios y travesticidios” | Por Luciana Peker https://t.co/OGEL4INojA",@usuario Travesticidios = homicidios,"El texto equipara los travesticidios con los homicidios, minimizando y negando la violencia específica que sufren las personas travestis. La respuesta final es ""lgbti""."
305,La pregunta billonaria: ¿China debería pagar el costo de la pandemia? https://t.co/Ld5Ri2LxNj https://t.co/b1lFCr1BqZ,@usuario Estoy mirado desde acá y se ve unos mil trescientos millones de chinos cagandose de risa,"El comentario se refiere a los chinos burlándose de la situación de la pandemia. La respuesta final es ""racismo""."
1097,"China alertó sobre brote de peste bubónica pero la OMS no lo considera de ""alto riesgo""
https://t.co/T2bps0Cm1l",@usuario Bombardeen ese pais de mierda de una buena vez,"El texto incita a la violencia y al bombardeo de un país (China). La respuesta final es ""nada""."
398,Científicos identificaron en China otro virus respiratorio“con potencial para convertirse en pandemia” https://t.co/TQYuvSXqrT,@usuario Es hora de destruir china... envíen peronistas,"El texto alude a la destrucción de China y sugiere enviar peronistas, en un tono despectivo hacia ambos. Sin embargo, no menciona ninguna de las características protegidas. La respuesta final es ""nada""."
236,😱[¡SORPRESA!]😱 ¿More Rial encontró el amor en un personal trainer? &gt;&gt;&gt; La mediática compartió una transmisión en vivo con un apuesto entrenador personal donde se mostraron muy íntimos. ¡Mirá el video! https://t.co/awXwWic01Q,@usuario Bien entrenado hay que estar para levantarse al hipopótamo,"El comentario se refiere a la apariencia de More Rial y la insulta llamándola hipopótamo. La respuesta final es ""aspecto"""
334,"Descontrol en Año Nuevo: sin tapabocas ni distancia social, miles de jóvenes festejaron en parques y plazas de CABA https://t.co/t8gbsOVBbk",@usuario Dejen de joder con estas notas si??? No los vi publicando algo así con la marcha de las verdes y celestes. Mucho menos en el funeral del futbolista drogadicto... Háganse ortear,"El texto critica a los medios de comunicación por no publicar notas relacionadas con las marchas feministas y el funeral de un futbolista drogadicto. Termina con un insulto. La respuesta final es ""política, criminal"""
920,¿Se va del país? Juana Viale estaría tramitando la ciudadanía uruguaya https://t.co/njmHVCGiua https://t.co/PvnSHpU21E,@usuario Sos puto humo,"El comentario utiliza la expresión ""puto"" de manera peyorativa. La respuesta final es ""lgbti""."
